id,name,project_type,state,district,latitude,longitude,land_area_ha,affected_families,start_date,target_end_date,current_stage,status,data_source,delay_probability,risk_category,days_in_current_stage,stage_overdue_days,pct_stages_completed,compensation_paid_pct,avg_compensation_pending_days,num_disputed_claims,legal_dispute_flag,num_active_legal_cases,has_court_stay,doc_complete_pct,approval_pending_days,num_approvals_pending,sia_approved,env_clearance_obtained,rehab_progress_pct,stakeholder_response_days,notification_delay_days,possession_completion_pct,district_historical_delay_rate
166,"SH 166 (Chikkaballapura, Karnataka)",State Highway,Karnataka,Chikkaballapura,13.484733,74.467671,16.76,2727,2020-04-13,2024-04-18,Objection Hearing,In Progress,SYNTHETIC_DEMO,0.6095,medium,475,286,0.4043,0.397,22,0,False,0,False,0.4439,22,4,True,True,0.575,34,58,0,0.2293
167,"SC Mission 167 (Yadadri Bhuvanagiri, Telangana)",Smart City,Telangana,Yadadri Bhuvanagiri,18.193195,79.406755,464.38,879,2020-12-13,2025-07-18,Possession Handover,On Hold,SYNTHETIC_DEMO,0.3051,low,663,409,0.6626,0.6121,175,20,True,5,False,0.4519,97,7,True,True,0.8221,8,30,0.1563,0.2099
168,"Expressway 168 (Medak, Telangana)",Expressway,Telangana,Medak,19.156676,80.577577,66.0,51,2022-09-03,2027-04-21,Notification u/s 11,On Hold,SYNTHETIC_DEMO,0.4032,medium,412,86,0.3415,0.2402,152,0,False,0,False,0.6364,70,1,True,True,0.7483,49,13,0,0.3063
169,"Rail Line 169 (Gandhinagar, Gujarat)",Railway Line,Gujarat,Gandhinagar,20.874468,69.178827,324.11,609,2020-11-08,2025-01-12,Objection Hearing,Cancelled,SYNTHETIC_DEMO,0.6004,medium,85,0,0.4453,0.4362,171,0,False,0,False,0.4404,12,3,True,False,0.4872,47,22,0,0.1641
170,"E-way 170 (Meerut, Uttar Pradesh)",Expressway,Uttar Pradesh,Meerut,26.929199,81.622568,88.48,2575,2020-07-12,2023-03-30,SIA Approved,In Progress,SYNTHETIC_DEMO,0.1953,low,628,385,0.0555,0.0483,56,0,False,0,False,0.8273,82,6,True,True,0.3595,47,56,0,0.34
171,"Expressway 171 (Srikakulam, Andhra Pradesh)",Expressway,Andhra Pradesh,Srikakulam,17.018861,77.15579,365.08,162,2023-09-27,2026-04-23,Rehabilitation,Cancelled,SYNTHETIC_DEMO,0.1826,low,173,0,0.9533,0.7235,161,0,False,0,False,0.4187,74,9,True,True,0.59,9,35,0.2606,0.547
172,"Railway 172 (Krishna, Andhra Pradesh)",Railway Line,Andhra Pradesh,Krishna,17.905014,82.365815,333.03,1368,2022-04-13,2024-11-28,Compensation Disbursement,Completed,SYNTHETIC_DEMO,0.517,medium,0,0,0.5518,0.4692,131,9,True,4,False,0.4955,72,9,True,True,0.9677,66,60,0,0.2794
173,"Metro Rail 173 (Bulandshahr, Uttar Pradesh)",Metro Rail,Uttar Pradesh,Bulandshahr,24.278255,78.550806,56.1,4281,2021-11-21,2024-11-29,SIA Approved,On Hold,SYNTHETIC_DEMO,0.2108,low,427,85,0.1189,0.0995,70,48,True,3,False,0.7472,72,2,True,True,0.3785,80,41,0,0.5491
174,"E-way 174 (Nashik, Maharashtra)",Expressway,Maharashtra,Nashik,17.793837,79.441755,86.97,641,2023-02-19,2026-11-12,Possession Handover,In Progress,SYNTHETIC_DEMO,0.4549,medium,523,212,0.8274,0.5808,164,0,False,0,False,0.5685,19,2,True,True,0.602,20,42,0.2303,0.5056
175,"Rural Road 175 (Pune, Maharashtra)",Rural Road,Maharashtra,Pune,19.707185,75.787194,32.68,2125,2023-03-24,2025-08-04,Rehabilitation,In Progress,SYNTHETIC_DEMO,0.3272,low,74,0,0.8006,0.7027,132,26,True,5,False,0.9815,81,0,True,False,0.728,41,60,0.0857,0.3246
176,"Rail Line 176 (East Godavari, Andhra Pradesh)",Railway Line,Andhra Pradesh,East Godavari,18.062312,83.063625,461.56,4896,2020-10-04,2022-10-11,Objection Hearing,Completed,SYNTHETIC_DEMO,0.5303,medium,0,0,0.3996,0.341,151,0,False,0,False,0.4413,48,6,True,True,0.0166,71,55,0,0.5547
177,"Port Connectivity 177 (Medchal-Malkajgiri, Telangana)",Port Connectivity,Telangana,Medchal-Malkajgiri,17.958993,77.175665,449.0,3544,2020-05-21,2024-05-13,SIA Approved,In Progress,SYNTHETIC_DEMO,0.2428,low,545,232,0.1755,0.1277,107,0,False,0,False,0.6222,5,8,True,True,0.9384,66,50,0,0.4843
178,"Port Connectivity 178 (Dausa, Rajasthan)",Port Connectivity,Rajasthan,Dausa,26.339989,71.592616,7.71,68,2021-09-21,2023-03-11,SIA Approved,Completed,SYNTHETIC_DEMO,0.1402,low,0,0,0.0817,0.0786,147,0,False,0,False,0.7135,66,0,True,True,0.2054,45,26,0,0.2811
179,"Port Link 179 (Vadodara, Gujarat)",Port Connectivity,Gujarat,Vadodara,21.906027,70.376687,93.47,4590,2021-09-10,2024-03-27,Award Declaration,On Hold,SYNTHETIC_DEMO,0.5065,medium,726,404,0.4795,0.3649,123,0,False,0,False,0.5523,39,9,True,True,0.7055,22,54,0,0.5319
180,"Metro 180 (Ahmednagar, Maharashtra)",Metro Rail,Maharashtra,Ahmednagar,18.804233,78.788649,403.16,1200,2021-11-12,2025-12-13,Rehabilitation,In Progress,SYNTHETIC_DEMO,0.1801,low,658,358,0.9144,0.834,153,0,False,0,False,0.6612,8,4,True,True,0.08,9,46,0.3843,0.5922
181,"Port Connectivity 181 (Karur, Tamil Nadu)",Port Connectivity,Tamil Nadu,Karur,10.414346,76.907683,309.52,305,2022-11-30,2027-08-06,SIA Initiated,In Progress,SYNTHETIC_DEMO,0.2421,low,560,288,0,0,61,0,False,0,False,0.793,20,1,False,False,0.7797,50,42,0,0.2976
182,"NH 182 (Hapur, Uttar Pradesh)",National Highway,Uttar Pradesh,Hapur,28.719902,81.193354,230.11,3319,2022-09-10,2026-12-16,SIA Approved,Planning,SYNTHETIC_DEMO,0.2649,low,386,59,0.0945,0.0893,1,0,False,0,False,0.5567,52,8,True,True,0.0724,42,21,0,0.5735
183,"Port Connectivity 183 (Namakkal, Tamil Nadu)",Port Connectivity,Tamil Nadu,Namakkal,11.097427,79.464852,243.58,2122,2023-12-07,2026-11-01,Award Declaration,Completed,SYNTHETIC_DEMO,0.5398,medium,0,0,0.5922,0.4961,17,0,False,0,False,0.6296,100,3,True,True,0.2299,45,26,0,0.5777
184,"E-way 184 (Chikkaballapura, Karnataka)",Expressway,Karnataka,Chikkaballapura,14.357943,77.694836,95.48,1567,2020-05-23,2021-10-25,Objection Hearing,On Hold,SYNTHETIC_DEMO,0.3779,low,597,290,0.4613,0.3888,51,0,False,0,False,0.5409,30,4,True,True,0.2028,36,53,0,0.4093
185,"State Highway 185 (Ahmedabad, Gujarat)",State Highway,Gujarat,Ahmedabad,23.439099,71.519581,247.95,4197,2021-08-10,2022-11-04,SIA Approved,Completed,SYNTHETIC_DEMO,0.2841,low,0,0,0.1946,0.1579,71,0,False,0,False,0.6387,96,9,True,True,0.5257,59,30,0,0.5698
186,"Ind Corridor 186 (Tumakuru, Karnataka)",Industrial Corridor,Karnataka,Tumakuru,12.421289,76.331923,183.99,2137,2021-05-10,2024-02-15,Possession Handover,In Progress,SYNTHETIC_DEMO,0.4372,medium,38,0,0.6524,0.4979,140,0,False,0,False,0.5577,34,7,True,False,0.3431,28,31,0.4239,0.3095
187,"SC Mission 187 (Ajmer, Rajasthan)",Smart City,Rajasthan,Ajmer,23.917974,74.683035,428.87,1616,2023-06-12,2025-09-22,Award Declaration,Completed,SYNTHETIC_DEMO,0.304,low,0,0,0.5628,0.5157,37,0,False,0,False,0.88,94,2,True,True,0.0097,58,31,0,0.1672
188,"Expressway 188 (Bharatpur, Rajasthan)",Expressway,Rajasthan,Bharatpur,23.333965,70.390773,227.68,2751,2020-12-29,2022-11-28,Award Declaration,Cancelled,SYNTHETIC_DEMO,0.5076,medium,91,0,0.4431,0.344,92,0,False,0,False,0.6162,71,4,True,True,0.4118,49,55,0,0.4398
189,"Port Link 189 (Hapur, Uttar Pradesh)",Port Connectivity,Uttar Pradesh,Hapur,25.849957,79.438177,317.7,1196,2020-10-04,2024-08-14,Completed,In Progress,SYNTHETIC_DEMO,0.1938,low,529,307,1,0.8341,163,22,True,4,False,0.7788,73,6,True,False,0.0713,25,21,0.2282,0.2584
190,"Expressway 190 (Karur, Tamil Nadu)",Expressway,Tamil Nadu,Karur,12.295357,80.224464,66.89,1932,2021-10-16,2026-01-30,Possession Handover,On Hold,SYNTHETIC_DEMO,0.5663,medium,563,214,0.8431,0.6949,64,0,False,0,False,0.9643,89,1,True,True,0.397,17,4,0.9368,0.3366
191,"Smart City 191 (Bengaluru Rural, Karnataka)",Smart City,Karnataka,Bengaluru Rural,14.163358,74.379401,69.98,1407,2021-09-07,2024-11-13,Completed,Planning,SYNTHETIC_DEMO,0.01,low,346,159,0.9459,0.8714,8,0,False,0,False,0.7981,110,5,True,False,0.4672,74,59,0.2724,0.3224
192,"Port Link 192 (Rajkot, Gujarat)",Port Connectivity,Gujarat,Rajkot,22.879039,71.469597,209.04,1285,2021-02-10,2024-01-22,Rehabilitation,Cancelled,SYNTHETIC_DEMO,0.2805,low,523,266,0.8829,0.8312,2,0,False,0,False,0.4001,104,2,True,True,0.4692,6,44,0.9221,0.5735
193,"National Highway 193 (Srikakulam, Andhra Pradesh)",National Highway,Andhra Pradesh,Srikakulam,18.077372,80.885698,415.07,1817,2020-12-30,2023-01-20,Possession Handover,On Hold,SYNTHETIC_DEMO,0.4791,medium,451,204,0.8264,0.6869,20,0,False,0,False,0.6533,30,8,True,False,0.91,39,18,0.6485,0.366
194,"Metro 194 (Salem, Tamil Nadu)",Metro Rail,Tamil Nadu,Salem,8.60696,78.049044,29.57,4392,2023-09-09,2027-03-24,SIA Approved,In Progress,SYNTHETIC_DEMO,0.141,low,308,123,0.1651,0.1399,47,0,False,0,False,0.9834,36,4,True,True,0.4384,6,14,0,0.1451
195,"Metro 195 (Mandya, Karnataka)",Metro Rail,Karnataka,Mandya,14.798118,78.490836,32.74,3224,2021-10-08,2025-05-14,Compensation Disbursement,Completed,SYNTHETIC_DEMO,0.5435,medium,0,0,0.6644,0.4714,18,35,True,4,False,0.509,114,4,True,False,0.8283,20,49,0,0.4573
196,"Metro 196 (Yadadri Bhuvanagiri, Telangana)",Metro Rail,Telangana,Yadadri Bhuvanagiri,18.583984,79.345126,316.44,355,2023-06-11,2025-08-10,SIA Initiated,In Progress,SYNTHETIC_DEMO,0.1883,low,514,194,0,0,133,0,False,0,False,0.4733,61,10,False,True,0.3604,11,55,0,0.4333
197,"Smart City 197 (Palghar, Maharashtra)",Smart City,Maharashtra,Palghar,17.29465,73.457197,188.84,743,2022-03-14,2024-07-23,Compensation Disbursement,Planning,SYNTHETIC_DEMO,0.5002,medium,39,0,0.7188,0.6284,40,0,False,0,False,0.7,87,9,True,True,0.9697,85,3,0,0.1299
198,"City Infra 198 (Bhavnagar, Gujarat)",Urban Infrastructure,Gujarat,Bhavnagar,21.425328,71.629278,182.29,1113,2020-03-14,2024-10-24,SIA Approved,In Progress,SYNTHETIC_DEMO,0.2464,low,385,141,0.1861,0.1548,10,0,False,0,False,0.6912,56,8,True,True,0.697,29,36,0,0.1933
199,"Rural Road 199 (Ajmer, Rajasthan)",Rural Road,Rajasthan,Ajmer,26.881642,70.119889,389.08,4154,2023-12-29,2025-11-10,Award Declaration,Cancelled,SYNTHETIC_DEMO,0.5243,medium,490,213,0.4591,0.3577,47,0,False,0,False,0.9298,79,5,True,False,0.2388,13,42,0,0.5836
200,"Urban Infra 200 (Medchal-Malkajgiri, Telangana)",Urban Infrastructure,Telangana,Medchal-Malkajgiri,16.632516,78.84412,437.38,1665,2023-05-05,2026-02-22,Rehabilitation,Cancelled,SYNTHETIC_DEMO,0.1962,low,143,0,0.7943,0.713,124,13,True,1,False,0.4191,82,6,True,True,0.5258,80,16,0.0491,0.2104
201,"Metro 201 (Thane, Maharashtra)",Metro Rail,Maharashtra,Thane,19.652959,75.387408,368.48,2499,2023-11-15,2027-03-15,Rehabilitation,Planning,SYNTHETIC_DEMO,0.2904,low,407,208,0.9338,0.67,55,0,False,0,False,0.9764,12,1,True,False,0.5317,29,12,0.5262,0.2244
202,"City Infra 202 (Rajkot, Gujarat)",Urban Infrastructure,Gujarat,Rajkot,22.594536,72.384202,254.82,1305,2023-09-14,2028-08-21,Possession Handover,Planning,SYNTHETIC_DEMO,0.5299,medium,711,395,0.7354,0.5378,153,0,False,0,False,0.6658,45,5,True,True,0.9969,52,26,0.7642,0.3153
203,"Metro Rail 203 (Dausa, Rajasthan)",Metro Rail,Rajasthan,Dausa,26.851671,76.201205,299.9,4250,2023-05-24,2026-05-30,Completed,In Progress,SYNTHETIC_DEMO,0.0125,low,493,279,0.9895,0.8105,77,0,False,0,False,0.4039,28,3,True,False,0.0217,40,58,0.5537,0.3782
204,"NH 204 (Ahmedabad, Gujarat)",National Highway,Gujarat,Ahmedabad,21.192447,73.782565,368.46,2669,2020-08-30,2023-01-23,Rehabilitation,On Hold,SYNTHETIC_DEMO,0.1968,low,268,0,0.8262,0.6528,44,0,False,0,False,0.693,115,9,True,False,0.0954,87,19,0.0374,0.5042
205,"National Highway 205 (Rangareddy, Telangana)",National Highway,Telangana,Rangareddy,17.237218,81.186107,31.79,4305,2021-12-10,2023-08-13,Compensation Disbursement,On Hold,SYNTHETIC_DEMO,0.7139,high,262,72,0.6745,0.6441,81,0,False,0,False,0.724,19,5,True,True,0.2208,11,43,0,0.4658
206,"Port Connectivity 206 (Yadadri Bhuvanagiri, Telangana)",Port Connectivity,Telangana,Yadadri Bhuvanagiri,16.659132,78.774451,202.27,3569,2020-11-08,2022-08-05,Completed,Planning,SYNTHETIC_DEMO,0.01,low,374,16,0.9165,0.7987,33,49,True,2,False,0.6886,25,7,True,True,0.5713,76,39,0.9971,0.3621
207,"Expressway 207 (Meerut, Uttar Pradesh)",Expressway,Uttar Pradesh,Meerut,27.744119,77.843974,385.99,1396,2021-08-08,2024-12-02,Possession Handover,On Hold,SYNTHETIC_DEMO,0.5054,medium,463,194,0.7231,0.5475,157,0,False,0,False,0.893,102,7,True,True,0.4405,34,12,0.6854,0.178
208,"NH 208 (Thane, Maharashtra)",National Highway,Maharashtra,Thane,21.14689,79.061072,169.28,4417,2020-03-26,2021-04-23,Objection Hearing,Cancelled,SYNTHETIC_DEMO,0.628,medium,381,147,0.4138,0.3034,52,0,False,0,False,0.7279,96,4,True,True,0.623,23,44,0,0.4494
209,"Port Connectivity 209 (Mandya, Karnataka)",Port Connectivity,Karnataka,Mandya,12.210385,74.903132,197.38,2232,2021-07-07,2026-06-02,Completed,Planning,SYNTHETIC_DEMO,0.01,low,662,313,0.9543,0.8011,168,0,False,0,False,0.6161,13,0,True,True,0.8834,54,14,0.9798,0.3543
210,"PMGSY 210 (Raigad, Maharashtra)",Rural Road,Maharashtra,Raigad,18.75423,76.16389,199.73,1296,2023-12-09,2028-12-06,Completed,Planning,SYNTHETIC_DEMO,0.01,low,52,0,0.908,0.8868,88,0,False,0,False,0.8106,45,10,True,True,0.996,69,17,0.8119,0.4129
211,"Urban Infra 211 (Rangareddy, Telangana)",Urban Infrastructure,Telangana,Rangareddy,19.088701,79.956193,211.58,4703,2021-01-22,2022-07-20,Award Declaration,In Progress,SYNTHETIC_DEMO,0.2955,low,421,202,0.5041,0.4554,109,0,False,0,False,0.9823,116,9,True,True,0.5422,31,41,0,0.1693
212,"Expressway 212 (Ghaziabad, Uttar Pradesh)",Expressway,Uttar Pradesh,Ghaziabad,29.908514,82.775375,96.15,1202,2023-02-18,2027-10-23,Completed,In Progress,SYNTHETIC_DEMO,0.029,low,608,421,1,0.7952,81,0,False,0,False,0.9281,52,6,True,True,0.7456,86,59,0.7383,0.176
213,"Rail Line 213 (Meerut, Uttar Pradesh)",Railway Line,Uttar Pradesh,Meerut,27.97788,79.00147,44.34,3914,2021-10-26,2025-12-30,Notification u/s 11,Planning,SYNTHETIC_DEMO,0.4287,medium,657,443,0.1962,0.151,128,0,False,0,False,0.9077,60,10,True,True,0.8521,67,30,0,0.1688
214,"National Highway 214 (Ghaziabad, Uttar Pradesh)",National Highway,Uttar Pradesh,Ghaziabad,30.176287,78.669157,434.23,4023,2021-09-09,2026-06-14,Possession Handover,Planning,SYNTHETIC_DEMO,0.5776,medium,237,0,0.8016,0.577,83,0,False,0,False,0.9201,113,3,True,True,0.7762,82,47,0.8243,0.4601
215,"Port Connectivity 215 (Medak, Telangana)",Port Connectivity,Telangana,Medak,18.31645,77.173304,261.76,3250,2023-10-29,2025-06-08,Completed,Cancelled,SYNTHETIC_DEMO,0.0924,low,492,302,0.9914,0.955,142,0,False,0,False,0.6324,97,10,True,False,0.1899,61,25,0.8844,0.4868
216,"Railway 216 (Salem, Tamil Nadu)",Railway Line,Tamil Nadu,Salem,8.300007,78.326363,93.99,4805,2023-12-24,2025-10-10,Possession Handover,On Hold,SYNTHETIC_DEMO,0.4839,medium,504,146,0.816,0.6818,139,0,False,0,False,0.4812,52,5,True,True,0.1789,80,57,0.7126,0.201
217,"Expressway 217 (Visakhapatnam, Andhra Pradesh)",Expressway,Andhra Pradesh,Visakhapatnam,13.36481,77.41332,192.45,3127,2022-03-22,2025-09-27,Compensation Disbursement,In Progress,SYNTHETIC_DEMO,0.6655,medium,679,488,0.5976,0.5122,43,0,False,0,False,0.9474,72,10,True,False,0.1621,23,11,0,0.4846
218,"E-way 218 (Mandya, Karnataka)",Expressway,Karnataka,Mandya,12.632436,78.043439,274.03,57,2022-11-14,2025-01-02,Award Declaration,Completed,SYNTHETIC_DEMO,0.3366,low,0,0,0.4007,0.3725,155,32,True,2,False,0.5301,84,7,True,True,0.4419,81,38,0,0.1033
219,"Urban Infra 219 (Namakkal, Tamil Nadu)",Urban Infrastructure,Tamil Nadu,Namakkal,8.302852,77.570589,29.27,3425,2020-08-14,2022-06-07,Objection Hearing,Planning,SYNTHETIC_DEMO,0.4055,medium,63,0,0.4084,0.3886,41,0,False,0,False,0.8033,78,10,True,True,0.595,76,11,0,0.5831
220,"State Highway 220 (Jaipur, Rajasthan)",State Highway,Rajasthan,Jaipur,25.652575,70.109,265.89,4307,2021-03-09,2024-07-31,Award Declaration,On Hold,SYNTHETIC_DEMO,0.3606,low,593,360,0.413,0.3474,178,14,True,5,False,0.4349,73,10,True,True,0.0877,82,59,0,0.4941
221,"Port Link 221 (Salem, Tamil Nadu)",Port Connectivity,Tamil Nadu,Salem,13.472634,77.59234,404.95,1916,2023-11-15,2025-08-06,Compensation Disbursement,On Hold,SYNTHETIC_DEMO,0.6076,medium,659,298,0.6375,0.5457,74,0,False,0,False,0.9876,0,1,True,True,0.6255,20,47,0,0.524
222,"National Highway 222 (Yadadri Bhuvanagiri, Telangana)",National Highway,Telangana,Yadadri Bhuvanagiri,18.050014,77.050838,384.68,942,2022-04-25,2024-06-10,Compensation Disbursement,On Hold,SYNTHETIC_DEMO,0.6181,medium,318,0,0.5759,0.4148,85,0,False,0,False,0.6048,92,9,True,True,0.0291,27,12,0,0.2653
223,"Rural Road 223 (Sikar, Rajasthan)",Rural Road,Rajasthan,Sikar,26.370469,75.144804,418.38,2462,2022-03-02,2026-03-05,Rehabilitation,Planning,SYNTHETIC_DEMO,0.3437,low,373,49,0.8675,0.8191,173,0,False,0,False,0.5893,68,0,True,True,0.6855,50,4,0.9696,0.2402
224,"SC Mission 224 (Mysuru, Karnataka)",Smart City,Karnataka,Mysuru,13.363482,76.678363,228.69,2489,2022-12-28,2025-09-19,Completed,In Progress,SYNTHETIC_DEMO,0.0713,low,352,117,1,0.7814,134,20,True,2,False,0.4673,100,0,True,False,0.9134,61,32,0.0249,0.3413
225,"Ind Corridor 225 (Gandhinagar, Gujarat)",Industrial Corridor,Gujarat,Gandhinagar,21.473021,73.001629,196.86,4289,2020-03-24,2021-10-11,Rehabilitation,Cancelled,SYNTHETIC_DEMO,0.2431,low,558,349,0.9103,0.6735,1,0,False,0,False,0.5866,5,10,True,False,0.8719,47,29,0.8892,0.1516
226,"Port Connectivity 226 (Coimbatore, Tamil Nadu)",Port Connectivity,Tamil Nadu,Coimbatore,9.059001,77.244923,12.55,4594,2022-05-02,2025-02-13,Award Declaration,In Progress,SYNTHETIC_DEMO,0.3463,low,481,170,0.5342,0.4177,26,0,False,0,False,0.5239,44,8,True,True,0.1416,41,36,0,0.2224
227,"Port Connectivity 227 (Raigad, Maharashtra)",Port Connectivity,Maharashtra,Raigad,16.345481,76.265885,353.82,4865,2022-01-04,2026-10-18,Compensation Disbursement,Cancelled,SYNTHETIC_DEMO,0.5831,medium,81,0,0.5462,0.3911,176,0,False,0,False,0.8196,78,5,True,True,0.8174,90,51,0,0.3667
228,"Rail Line 228 (West Godavari, Andhra Pradesh)",Railway Line,Andhra Pradesh,West Godavari,14.672742,81.655349,456.87,3221,2023-05-29,2027-01-06,SIA Approved,Completed,SYNTHETIC_DEMO,0.1292,low,0,0,0.1191,0.1172,46,45,True,3,False,0.8733,112,5,True,True,0.0303,65,7,0,0.2757
229,"E-way 229 (Vizianagaram, Andhra Pradesh)",Expressway,Andhra Pradesh,Vizianagaram,16.055648,79.745488,203.4,3396,2020-08-17,2022-03-24,Compensation Disbursement,Cancelled,SYNTHETIC_DEMO,0.6224,medium,363,122,0.6362,0.4589,158,0,False,0,False,0.5462,20,7,True,True,0.3407,80,27,0,0.4922
230,"Ind Corridor 230 (Medak, Telangana)",Industrial Corridor,Telangana,Medak,18.178421,80.327152,279.77,3657,2023-11-03,2028-10-29,Completed,In Progress,SYNTHETIC_DEMO,0.01,low,617,392,1,0.7343,78,0,False,0,False,0.9735,8,9,True,True,0.8141,53,20,0.4943,0.4301
231,"Rail Line 231 (Palghar, Maharashtra)",Railway Line,Maharashtra,Palghar,18.444334,74.832026,287.29,2504,2020-04-26,2024-10-07,SIA Initiated,In Progress,SYNTHETIC_DEMO,0.2483,low,621,330,0,0,88,0,False,0,False,0.9942,74,0,False,True,0.5104,21,54,0,0.2471
232,"National Highway 232 (Dausa, Rajasthan)",National Highway,Rajasthan,Dausa,25.514712,77.251231,205.99,3575,2020-09-28,2021-11-30,SIA Initiated,Cancelled,SYNTHETIC_DEMO,0.2962,low,270,0,0,0,54,0,False,0,False,0.7975,60,2,False,True,0.3846,51,53,0,0.3086
233,"Rail Line 233 (Karur, Tamil Nadu)",Railway Line,Tamil Nadu,Karur,8.086393,79.246027,430.78,4961,2022-05-18,2026-02-07,Notification u/s 11,Planning,SYNTHETIC_DEMO,0.2215,low,703,415,0.2373,0.2367,159,12,True,4,False,0.7056,70,7,True,True,0.2257,59,38,0,0.1037
234,"Metro 234 (Krishna, Andhra Pradesh)",Metro Rail,Andhra Pradesh,Krishna,16.323164,79.43576,75.33,4322,2022-09-12,2023-11-28,Completed,On Hold,SYNTHETIC_DEMO,0.0233,low,611,360,0.9967,0.8079,119,0,False,0,False,0.7102,66,9,True,True,0.4725,89,42,0.0781,0.4168
235,"National Highway 235 (Namakkal, Tamil Nadu)",National Highway,Tamil Nadu,Namakkal,10.578778,78.306984,148.16,299,2020-12-09,2024-07-26,Compensation Disbursement,Cancelled,SYNTHETIC_DEMO,0.6836,medium,617,260,0.6718,0.5551,152,0,False,0,False,0.8497,93,9,True,True,0.6293,79,10,0,0.3864
236,"Port Connectivity 236 (Karur, Tamil Nadu)",Port Connectivity,Tamil Nadu,Karur,8.697517,76.34588,372.01,4956,2020-06-24,2023-01-14,SIA Initiated,On Hold,SYNTHETIC_DEMO,0.1954,low,288,64,0,0,151,0,False,0,False,0.8434,84,7,False,True,0.1754,35,31,0,0.1904
237,"SH 237 (Mysuru, Karnataka)",State Highway,Karnataka,Mysuru,12.539526,76.231767,290.99,2836,2023-07-23,2026-11-14,Notification u/s 11,Cancelled,SYNTHETIC_DEMO,0.4802,medium,422,229,0.1976,0.1644,164,0,False,0,False,0.5586,104,1,True,True,0.464,65,19,0,0.3381
238,"Smart City 238 (Bulandshahr, Uttar Pradesh)",Smart City,Uttar Pradesh,Bulandshahr,29.656805,77.088973,53.2,4362,2020-12-25,2024-07-01,Rehabilitation,On Hold,SYNTHETIC_DEMO,0.1935,low,421,78,0.9107,0.9003,90,0,False,0,False,0.9737,55,9,True,False,0.8584,47,17,0.2671,0.1491
239,"Metro 239 (Yadadri Bhuvanagiri, Telangana)",Metro Rail,Telangana,Yadadri Bhuvanagiri,18.261113,77.809625,344.32,2889,2022-05-17,2026-06-11,Objection Hearing,Cancelled,SYNTHETIC_DEMO,0.4512,medium,40,0,0.4096,0.3889,72,17,True,2,True,0.4204,79,1,True,True,0.5941,32,60,0,0.3997
240,"State Highway 240 (Ahmednagar, Maharashtra)",State Highway,Maharashtra,Ahmednagar,19.766565,79.699178,331.94,630,2022-06-23,2026-08-25,SIA Approved,Cancelled,SYNTHETIC_DEMO,0.139,low,219,0,0.2042,0.1856,116,0,False,0,False,0.9536,35,6,True,True,0.6676,46,16,0,0.181
241,"NH 241 (Raigad, Maharashtra)",National Highway,Maharashtra,Raigad,15.890381,80.144846,307.1,1471,2021-09-04,2024-02-28,Possession Handover,Completed,SYNTHETIC_DEMO,0.3998,low,0,0,0.6856,0.4942,165,0,False,0,False,0.6952,18,8,True,False,0.2184,87,6,0.9126,0.4577
242,"SH 242 (Thane, Maharashtra)",State Highway,Maharashtra,Thane,20.552042,72.650118,351.53,3215,2022-05-02,2026-02-14,SIA Approved,Cancelled,SYNTHETIC_DEMO,0.3183,low,182,0,0.1556,0.1089,0,33,True,4,False,0.6869,51,1,True,True,0.0033,66,7,0,0.3836
243,"Expressway 243 (Ajmer, Rajasthan)",Expressway,Rajasthan,Ajmer,29.711767,70.316003,92.43,332,2022-02-02,2026-01-31,Possession Handover,Planning,SYNTHETIC_DEMO,0.4897,medium,378,100,0.6661,0.5581,169,0,False,0,False,0.5146,89,6,True,False,0.6306,50,31,0.0849,0.4164
244,"National Highway 244 (Ghaziabad, Uttar Pradesh)",National Highway,Uttar Pradesh,Ghaziabad,27.854145,80.669244,483.45,144,2023-09-26,2025-02-01,Objection Hearing,Planning,SYNTHETIC_DEMO,0.5659,medium,583,394,0.4037,0.3431,86,0,False,0,False,0.4336,100,0,True,True,0.2117,88,42,0,0.3616
245,"Port Connectivity 245 (Bhavnagar, Gujarat)",Port Connectivity,Gujarat,Bhavnagar,20.637157,72.249905,452.81,807,2020-10-25,2024-06-16,Objection Hearing,Planning,SYNTHETIC_DEMO,0.3611,low,663,367,0.2842,0.2587,156,11,True,5,True,0.4384,104,1,True,True,0.595,83,14,0,0.1316
246,"Industrial Corridor 246 (Bulandshahr, Uttar Pradesh)",Industrial Corridor,Uttar Pradesh,Bulandshahr,28.446574,81.094136,140.58,3410,2022-11-11,2025-08-30,Possession Handover,On Hold,SYNTHETIC_DEMO,0.3362,low,248,25,0.8028,0.7048,178,0,False,0,False,0.622,21,7,True,True,0.582,22,6,0.7911,0.4161
247,"National Highway 247 (Medchal-Malkajgiri, Telangana)",National Highway,Telangana,Medchal-Malkajgiri,16.217651,77.401136,347.72,1698,2020-12-14,2025-08-09,Rehabilitation,Planning,SYNTHETIC_DEMO,0.1519,low,637,421,0.9524,0.7856,163,0,False,0,False,0.5626,57,6,True,True,0.1745,9,38,0.18,0.3499
248,"Expressway 248 (Ahmednagar, Maharashtra)",Expressway,Maharashtra,Ahmednagar,17.031654,73.440063,234.79,1714,2021-07-31,2025-07-20,Compensation Disbursement,Completed,SYNTHETIC_DEMO,0.4514,medium,0,0,0.7204,0.638,70,0,False,0,False,0.4318,14,2,True,True,0.9686,65,31,0,0.1882
